id,영업상태,상세주소,약국명,위도,경도
PHMH320203000034087500017,영업/정상,서울특별시 종로구 통일로 230 지하1층 123호 (무악동 경희궁 롯데캐슬),(주)코리아세븐 경희궁롯데캐슬점,,
PHMH320213000034087500017,영업/정상,서울특별시 종로구 평창문화로 75 글로리아타운 B동 101호 (평창동),씨유 평창 글로리아타운점,197212.364862058,456055.205802855
PHMH320213000034087500015,영업/정상,서울특별시 종로구 종로31길 54 아르젠종로 101호 (연지동),씨유종로연지점,199818.687846664,452328.04182962
PHMH320213000034087500014,영업/정상,서울특별시 종로구 새문안로3길 36 103호 (내수동 용비어천가),지에스25 종로내수점,197567.747824202,452347.973860449
PHMH320213000034087500018,영업/정상,서울특별시 종로구 동망산길 19 상가동 1층 104호 (창신동 창신쌍용아파트 1지구),씨유창신쌍용1단지점,201168.350187013,453134.920223381
PHMH320133010033087500025,영업/정상,서울특별시 중구 동호로 196 (신당동),GS25 약수동호점,200846.83783516,450376.322126299
PHMH320153010033087500030,영업/정상,서울특별시 중구 마른내로 122-1 1층 (오장동),씨유 오장중부점,200071.428691968,451348.345627405
PHMH320153010033087500007,영업/정상,서울특별시 중구 퇴계로 43 1층 1호 (남창동 남대문지하철상가),GS25남대문시장점,197931.08158116,450653.053657697
PHMH320123010033087500088,영업/정상,서울특별시 중구 남대문로5길 47 1층 (북창동),세븐일레븐 북창점,198044.665371237,451236.63468171
PHMH320123010033087500090,영업/정상,서울특별시 중구 퇴계로73길 40 (신당동),이마트24 동대문승리점,201169.940457807,451631.036954361
PHMH320153010033087500032,영업/정상,서울특별시 중구 남대문로5길 9 (북창동),이마트24 한국은행점,198063.008987729,451052.004950709
PHMH320123010033087500125,영업/정상,서울특별시 중구 퇴계로73가길 34 1층 (신당동),GS25 동대문쇼핑점,201122.570982746,451623.769078061
PHMH320193010033087500003,영업/정상,서울특별시 중구 동호로 339 1층 (오장동),세븐일레븐 오장동호점,200119.839447086,451387.321171555
PHMH320193010033087500005,영업/정상,서울특별시 중구 난계로11길 43 1층 (황학동),세븐일레븐 황학주민센터점,201830.544707615,451627.239442853
PHMH320193010033087500004,영업/정상,서울특별시 중구 서애로 21 1층 (필동3가),씨유 중구필동점,199703.683783687,450903.292304583
PHMH320193010033087500008,영업/정상,서울특별시 중구 다산로29길 14 범천빌딩 1층 (신당동),(주)코리아세븐 청구점,201102.110573624,450984.49919925
PHMH320193010033087500014,영업/정상,서울특별시 중구 을지로 170 1층 (을지로4가),GS25 을지트윈,199647.750199088,451566.579232622
PHMH320193010033087500012,영업/정상,서울특별시 중구 충무로 53-1 1층 (을지로3가),씨유 을지로3가점,199268.113117206,451522.905282822
PHMH320193010033087500009,영업/정상,서울특별시 중구 청계천로 8 1층 (무교동),(주)코리아세븐 청계퍼시픽점,198007.312899736,451837.180272831
PHMH320193010033087500010,영업/정상,서울특별시 중구 다산로 151 1층 (신당동),씨유 중구신당점,200969.025347934,450554.243150074
PHMH320193010033087500006,영업/정상,서울특별시 중구 세종대로12길 12 102호 (남대문로4가),씨유 중구해성점,197895.491160507,451035.7030265
PHMH320193010033087500007,영업/정상,서울특별시 중구 충무로 10 1층 (필동1가),GS25 충무로햇살점,199343.770435351,451093.88059942
PHMH320193010033087500015,영업/정상,서울특별시 중구 만리재로 193 서울역 디오빌 1층 101-1호 (만리동1가),GS25 중구디오빌점,197034.02843741,450305.644873169
PHMH320193010033087500018,영업/정상,서울특별시 중구 을지로12길 28 105 106호 (저동2가),미니스톱 중구매크로점,199097.202118087,451430.878321634
PHMH320193010033087500017,영업/정상,서울특별시 중구 서소문로9길 28 B114층 (순화동 덕수궁롯데캐슬),GS25 덕수궁캐슬점,197312.655183004,451257.223181993
PHMH320193010033087500025,영업/정상,서울특별시 중구 난계로 173 한양 I-Class 1층 제에스-1호 (황학동),GS25 황학한양점,201988.745220377,451647.070842231
PHMH320193010033087500020,영업/정상,서울특별시 중구 난계로21길 55 1층 101호 (황학동),이마트24 황학빌리지점,201737.54995868,452016.629661945
PHMH320193010033087500021,영업/정상,서울특별시 중구 세종대로7길 43 삼성생명 SK순화빌딩 1층 (순화동),GS25 중구순화점,197477.699169416,450979.011171909
PHMH320193010033087500022,영업/정상,서울특별시 중구 다동길 43 한외빌딩 122~126호 (다동),GS25 다동타운점,198306.906186523,451770.331281519
PHMH320193010033087500026,영업/정상,서울특별시 중구 퇴계로 184 스타빌딩 1층 101호 (필동1가),이마트24 R충무로스타점,199243.595084393,450951.535436388
PHMH320193010033087500023,영업/정상,서울특별시 중구 충무로9길 20 일주빌딩 1층 (을지로3가),스노우컨테이너(주),199172.465802722,451638.530759379
PHMH320223010033087500006,영업/정상,서울특별시 중구 세종대로 135-9 1층 (태평로1가),씨유 중구세종대로점,197837.843324294,451838.436157683
PHMH320223010033087500005,영업/정상,서울특별시 중구 동호로5길 20 지층 1호 (신당동 프레지덴트빌딩),지에스25 신남산타운점,200988.493312361,449952.210667538
PHMH320223010033087500007,영업/정상,서울특별시 중구 세종대로18길 2 1층 (태평로2가),지에스25 북창중앙점,197923.196829665,451275.673249671
PHMH320223010033087500008,영업/정상,서울특별시 중구 동호로27길 25 1층 (묵정동),씨유 앰버서더 서울점,200079.596253016,450922.179816269
PHMH320223010033087500004,영업/정상,서울특별시 중구 남대문로9길 40 111호 (다동),지에스(GS)25 무교YG타워점,198193.534402364,451650.955791238
PHMH320223210034087500011,영업/정상,서울특별시 서초구 주흥길 81(반포동),씨유반포빌리지점,201537.423687209,445254.709842138
PHMH320223230034087500016,영업/정상,서울특별시 송파구 위례성대로12길 4 으뜸빌딩 1층 (방이동),이마트24 송파BRCM 올림픽점,210772.912915032,445689.781791958
PHMH320193010033087500028,영업/정상,서울특별시 중구 동호로17길 295 1층 (신당동),GS25 버티고개역점,200548.395251136,449562.218888591
PHMH320203010033087500006,영업/정상,서울특별시 중구 장충단로 189 (장충동1가),지에스(GS)25 뉴장충행복점,200456.216353916,451031.079995917
PHMH320203010033087500007,영업/정상,서울특별시 중구 퇴계로88길 48 (신당동),지에스25(GS25) 뉴신당센터점,201707.090788741,451266.442016259
PHMH320203010033087500002,영업/정상,서울특별시 중구 퇴계로 247 1 2층 (충무로5가),이마트24 퇴계로점,199868.297343497,451151.007492699
PHMH320203010033087500003,영업/정상,서울특별시 중구 남대문로1길 26 (북창동),GS25 북창점,197945.825357752,451102.651721983
PHMH320223010033087500002,영업/정상,서울특별시 중구 퇴계로 290 1층 (쌍림동),지에스(GS)25 쌍림중앙점,200273.106025898,451226.152682414
PHMH320223010033087500003,영업/정상,서울특별시 중구 동호로17길 271 1층 (신당동),씨유 버티고개점,200502.334376637,449670.613249189
PHMH320223010033087500001,영업/정상,서울특별시 중구 남대문로 78 114호 (명동1가),씨유 명동타임워크점,198433.903211956,451323.216289926
PHMH320213010033087500021,영업/정상,서울특별시 중구 마장로 116 101호 (황학동),씨유 신당메트하임점,201936.468231641,451732.182864887
PHMH320183010033087500005,영업/정상,서울특별시 중구 다산로33길 15 1층 (신당동),세븐일레븐 신당청구점,201156.41720535,451123.411868846
PHMH320203010033087500009,영업/정상,서울특별시 중구 세종대로 8-2 1층 (남대문로5가),(주)비지에프리테일 남대문로5가점,197582.794878919,450592.543380963
PHMH320203010033087500008,영업/정상,서울특별시 중구 퇴계로75길 7 1층 107108호 (흥인동),이마트24 신당역점,201296.973469345,451506.502086233
PHMH320203010033087500011,영업/정상,서울특별시 중구 장충단로13길 20 현대시티타워 14층 (을지로6가),씨유 호텔스카이파크점,200613.510297669,451817.515366883
PHMH320203010033087500010,영업/정상,서울특별시 중구 마른내로 51 1층 (인현동1가),GS25 뉴충무로명보,199375.457122435,451359.013751659
PHMH320213010033087500015,영업/정상,서울특별시 중구 퇴계로 235 117호 (충무로4가 남산 센트럴 자이),(주)코리아세븐 남산자이하늘점,199733.225714011,451140.879758189
PHMH320213010033087500017,영업/정상,서울특별시 중구 마른내로 34 1층 (초동),씨유 을지로타워점,199190.880726593,451328.700167218
PHMH320213010033087500019,영업/정상,서울특별시 중구 소공로 46 상가동 B102호 (회현동2가 쌍용남산플래티넘),씨유 남산쌍용점,198447.629369307,450791.988371166
PHMH320213010033087500016,영업/정상,서울특별시 중구 퇴계로88다길 23 1층 (신당동),(주)코리아세븐 신당대림점,201722.054412826,451122.73067785
PHMH320213010033087500018,영업/정상,서울특별시 중구 난계로17길 29 1층 (황학동),씨유 중구황학점,201843.503131193,451898.383668647
PHMH320213010033087500020,영업/정상,서울특별시 중구 동호로11라길 16 1층 (신당동),(주)리프매니지먼트,200460.776195064,449977.270728873
PHMH320183010033087500023,영업/정상,서울특별시 중구 퇴계로 354 1층 (신당동),씨유 신당한양점,200893.119043422,451354.677273034
PHMH320203010033087500012,영업/정상,서울특별시 중구 퇴계로 376-2 1층 (신당동),씨유 신당퇴계로점,201117.540470592,451396.224903096
PHMH320203010033087500013,영업/정상,서울특별시 중구 퇴계로 66 (회현동1가),GS25 회현역점,198114.746500536,450752.255048477
PHMH320203010033087500015,영업/정상,서울특별시 중구 퇴계로 272 아도라타워 1층 103104호 (장충동2가),세븐일레븐 퇴계로5가점,200104.391382832,451166.330668547
PHMH320213010033087500012,영업/정상,서울특별시 중구 퇴계로 254-1 1층 (묵정동),(주)코리아세븐 충무로스위트엠점,199930.85829926,451121.344849729
PHMH320213010033087500013,영업/정상,서울특별시 중구 장충단로7길 35 1층 (장충동2가),씨유 중구세룡점,200325.469421509,451129.076952612
PHMH320213010033087500014,영업/정상,서울특별시 중구 다산로47길 15 1층 (흥인동),GS25 중구흥인점,201264.529923289,451584.997171678
PHMH320213010033087500011,영업/정상,서울특별시 중구 필동로 52 크로바빌딩 1층 (필동2가),GS25 남산필동점,199539.890991252,450528.551922803
PHMH320213010033087500010,영업/정상,서울특별시 중구 장충단로8길 12 B1층 (장충동1가),씨유 중구장충점,200559.938028293,451047.823957222
PHMH320213010033087500009,영업/정상,서울특별시 중구 서소문로 50 CENTRAL PLACE 지하1층 105호 (중림동),(주)씨유편의점센트럴플레이스점,197016.045805141,450958.822397178
PHMH320183010033087500028,영업/정상,서울특별시 중구 동호로8길 7 (신당동),GS25 중구약수점,200987.769714302,450195.703610511
PHMH320183010033087500029,영업/정상,서울특별시 중구 다산로42길 12 (신당동),세븐일레븐 신당오거리점,201428.30714506,451382.652803149
PHMH320203010033087500016,영업/정상,서울특별시 중구 명동11길 9 (명동1가),씨유 명동YWCA점,198678.691480431,451352.629157167
PHMH320203010033087500017,영업/정상,서울특별시 중구 장충단로13길 13 1층 (을지로6가),미니스톱 동대문패션타운점,200624.808302053,451726.759418737
PHMH320203010033087500019,영업/정상,서울특별시 중구 을지로 245 국립중앙의료원 (을지로6가),씨유 국립중앙의료원점,200461.421710224,451682.120811509
PHMH320203010033087500020,영업/정상,서울특별시 중구 왕십리로 407 B1층 16호 (신당동 신당 파인힐 하나유보라),이마트24 신당유보라점,202128.136971071,451334.458176582
PHMH320203010033087500018,영업/정상,서울특별시 중구 난계로11길 30 101호 (황학동 황학동 코아루),씨유 황학코아루점,201917.789721989,451606.615367854
PHMH320203010033087500021,영업/정상,서울특별시 중구 서소문로 109 (서소문동),지에스(GS)25 서소문점,197569.705563202,451198.560461769
PHMH320203010033087500022,영업/정상,서울특별시 중구 을지로44길 24-4 1층 (광희동1가),이마트24 동대문에비뉴점,200480.793980973,451428.29951042
PHMH320213010033087500008,영업/정상,서울특별시 중구 퇴계로 342 1층 (광희동2가),지에스25 뉴광희제일,200772.206142777,451339.089665638
PHMH320213010033087500003,영업/정상,서울특별시 중구 중림로 10 1층 103호 (중림동 중림동 삼성 사이버 빌리지),세븐일레븐 충정로2호점,196864.942838297,450649.69804319
PHMH320213010033087500006,영업/정상,서울특별시 중구 마른내로 71 오일관광(주)호텔 피제이 1층 106호 (인현동1가),씨유 호텔피제이점,199547.388357162,451446.486398485
PHMH320213010033087500002,영업/정상,서울특별시 중구 남대문로 7 흥국생명 남대문2호 별관  1층 (남대문로4가),GS25 숭례문점,197860.091531791,450952.039802804
PHMH320213010033087500004,영업/정상,서울특별시 중구 마른내로 156 광희빌딩 별관 1층 (광희동1가),지에스25 광희빌딩점,200399.16818601,451360.073006025
PHMH320213010033087500007,영업/정상,서울특별시 중구 통일로4길 20 1층 (순화동),씨유 순화점,197187.027469623,451324.559247525
PHMH320213010033087500005,영업/정상,서울특별시 중구 서소문로 89-20 삼정 아트테라스 정동 1층 107호 (정동),씨유 삼정아트테라스점,197470.797038191,451217.367742479
PHMH320183010033087500035,영업/정상,서울특별시 중구 동호로10길 21 광영빌딩 1층 (신당동),미니스톱 신당점,200971.301073505,450297.873617696
